 112
  -6.90776   2.43449  -6.50229   1.07568  -6.21461   0.10526  -5.80914  -1.27083
  -5.52146  -2.25094  -5.29832  -3.01451  -5.11600  -3.63933  -4.82831  -4.62374
  -4.60517  -5.39087  -4.19971  -6.78731  -3.91202  -7.77955  -3.50656  -9.17884
  -3.21888 -10.17189  -2.99573 -10.94138  -2.81341 -11.56897  -2.52573 -12.55620
  -2.30259 -13.31838  -2.09985 -14.00664  -1.89712 -14.68874  -1.75328 -15.16765
  -1.60944 -15.64124  -1.50807 -15.97117  -1.40671 -16.29733  -1.30534 -16.61910
  -1.20397 -16.93590  -1.13205 -17.15730  -1.06013 -17.37554  -0.98821 -17.59028
  -0.91629 -17.80118  -0.86050 -17.96191  -0.80472 -18.12003  -0.74893 -18.27543
  -0.69315 -18.42801  -0.64757 -18.55051  -0.60199 -18.67097  -0.55641 -18.78934
  -0.51083 -18.90551  -0.43891 -19.08423  -0.36698 -19.25727  -0.29506 -19.42456
  -0.22314 -19.58607  -0.16736 -19.70733  -0.11157 -19.82506  -0.05579 -19.93923
   0.00000 -20.04981   0.02176 -20.09199   0.07211 -20.18783   0.12245 -20.28100
   0.17280 -20.37113   0.22314 -20.45783   0.26872 -20.53327   0.31430 -20.60655
   0.40547 -20.75043   0.54931 -20.97893   0.62123 -21.09165   0.69315 -21.20114
   0.71491 -21.23343   0.81083 -21.37271   0.90676 -21.50763   1.00269 -21.63865
   1.09861 -21.76625   1.24245 -21.95209   1.38629 -22.13221   1.49787 -22.26852
   1.60944 -22.40205   1.79176 -22.61507   1.94591 -22.79157   2.07944 -22.94151
   2.19722 -23.07231   2.30259 -23.18802   2.39790 -23.29177   2.48491 -23.38582
   2.56495 -23.47198   2.63906 -23.55111   2.70805 -23.62460   2.77259 -23.69314
   2.89037 -23.81749   2.99573 -23.92799   3.09104 -24.02770   3.17805 -24.11828
   3.25810 -24.20124   3.33220 -24.27796   3.40120 -24.34936   3.68888 -24.64483
   3.91202 -24.87291   4.09434 -25.05841   4.38203 -25.34997   4.60517 -25.57549
   5.01064 -25.98409   5.29832 -26.27338   5.70378 -26.68052   5.99146 -26.96885
   6.21461 -27.19277   6.39693 -27.37560   6.68461 -27.66334   6.90776 -27.88669
   7.31322 -28.29248   7.60090 -28.58035   8.00637 -28.98582   8.29405 -29.27402
   8.51719 -29.49664   8.69951 -29.67896   8.98720 -29.96706   9.21034 -30.19018
   9.61581 -30.59564   9.90349 -30.88345  10.30895 -31.28879  10.59663 -31.57660
  10.81978 -31.79987  11.00210 -31.98232  11.28978 -32.26975  11.51293 -32.49289
 140
  -6.90776   5.99571  -6.70502   5.34156  -6.50229   4.69043  -6.35845   4.23056
  -6.21461   3.76653  -6.11324   3.43376  -6.01188   3.09651  -5.91051   2.75595
  -5.80914   2.41323  -5.66530   1.92599  -5.52146   1.44315  -5.29832   0.70606
  -5.20716   0.40213  -5.11600   0.09440  -4.82831  -0.88916  -4.60517  -1.63938
  -4.50380  -1.98239  -4.40244  -2.32782  -4.19971  -3.02105  -3.91202  -4.00140
  -3.50656  -5.38868  -3.21888  -6.37419  -2.99573  -7.13780  -2.81341  -7.76131
  -2.52573  -8.74284  -2.30259  -9.50016  -2.09985 -10.18433  -1.89712 -10.86269
  -1.75328 -11.33906  -1.60944 -11.81025  -1.50807 -12.13860  -1.40671 -12.46317
  -1.30534 -12.78326  -1.20397 -13.09816  -1.13205 -13.31808  -1.06013 -13.53494
  -0.98821 -13.74866  -0.91629 -13.95915  -0.86050 -14.12004  -0.80472 -14.27830
  -0.74893 -14.43332  -0.69315 -14.58446  -0.51083 -15.06170  -0.43891 -15.25279
  -0.40294 -15.34697  -0.36698 -15.43834  -0.33102 -15.52548  -0.29506 -15.60696
  -0.25910 -15.68135  -0.24112 -15.71544  -0.22314 -15.74722  -0.19525 -15.79222
  -0.16736 -15.83457  -0.13946 -15.87763  -0.11157 -15.92472  -0.09763 -15.95083
  -0.08368 -15.97920  -0.06973 -16.01026  -0.05579 -16.04441  -0.04184 -16.08208
  -0.02789 -16.12368  -0.01395 -16.16963   0.00000 -16.22035   0.02176 -16.30515
   0.03435 -16.35009   0.04693 -16.39042   0.05952 -16.42652   0.07211 -16.45878
   0.08469 -16.48759   0.09728 -16.51333   0.10987 -16.53638   0.12245 -16.55714
   0.14763 -16.59331   0.17280 -16.62493   0.22314 -16.68690   0.24593 -16.71920
   0.26872 -16.75473   0.31430 -16.83294   0.40547 -16.99998   0.44143 -17.06316
   0.47739 -17.12363   0.54931 -17.23815   0.62123 -17.34682   0.69315 -17.45294
   0.71491 -17.48498   0.81083 -17.62418   0.90676 -17.75978   1.00269 -17.89188
   1.09861 -18.02056   1.24245 -18.20746   1.38629 -18.38821   1.49787 -18.52497
   1.60944 -18.65906   1.79176 -18.87308   1.94591 -19.04991   2.07944 -19.20048
   2.19722 -19.33149   2.30259 -19.44762   2.39790 -19.55140   2.48491 -19.64588
   2.56495 -19.73187   2.63906 -19.81138   2.70805 -19.88515   2.77259 -19.95362
   2.89037 -20.07826   2.99573 -20.18853   3.09104 -20.28824   3.17805 -20.37897
   3.25810 -20.46244   3.33220 -20.53928   3.40120 -20.61083   3.68888 -20.90635
   3.91202 -21.13440   4.09434 -21.32001   4.38203 -21.61170   4.60517 -21.83740
   5.01064 -22.24607   5.29832 -22.53543   5.70378 -22.94243   5.99146 -23.23115
   6.21461 -23.45479   6.39693 -23.63742   6.68461 -23.92553   6.90776 -24.14886
   7.31322 -24.55463   7.60090 -24.84231   8.00637 -25.24870   8.29405 -25.53595
   8.51719 -25.75922   8.69951 -25.94148   8.98720 -26.22935   9.21034 -26.45237
   9.61581 -26.85814   9.90349 -27.14551  10.30895 -27.55129  10.59663 -27.83878
  10.81978 -28.06196  11.00210 -28.24425  11.28978 -28.53193  11.51293 -28.75526
 149
  -6.90776   7.89730  -6.70502   7.27000  -6.50229   6.63870  -6.35845   6.18641
  -6.21461   5.73010  -6.01188   5.08053  -5.80914   4.42533  -5.66530   3.95806
  -5.52146   3.48829  -5.29832   2.75430  -5.11600   2.15223  -4.82831   1.19544
  -4.60517   0.44980  -4.40244  -0.23076  -4.19971  -0.91404  -3.91202  -1.88651
  -3.50656  -3.25944  -3.21888  -4.23706  -2.99573  -4.99525  -2.81341  -5.61440
  -2.52573  -6.59076  -2.30259  -7.34409  -2.09985  -8.02470  -1.89712  -8.69991
  -1.75328  -9.17446  -1.60944  -9.64405  -1.50807  -9.97133  -1.40671 -10.29483
  -1.30534 -10.61376  -1.20397 -10.92736  -1.13205 -11.14627  -1.06013 -11.36218
  -0.98821 -11.57519  -0.91629 -11.78539  -0.86050 -11.94637  -0.80472 -12.10468
  -0.74893 -12.25928  -0.69315 -12.40917  -0.60199 -12.64533  -0.55641 -12.76389
  -0.51083 -12.88611  -0.43891 -13.08729  -0.40294 -13.18704  -0.36698 -13.28270
  -0.34900 -13.32817  -0.33102 -13.37164  -0.31304 -13.41277  -0.29506 -13.45123
  -0.27708 -13.48669  -0.25910 -13.51882  -0.24112 -13.54729  -0.22314 -13.57178
  -0.19525 -13.60234  -0.16736 -13.62872  -0.13946 -13.65711  -0.12552 -13.67399
  -0.11157 -13.69371  -0.09763 -13.71703  -0.08368 -13.74473  -0.06973 -13.77758
  -0.05579 -13.81637  -0.04184 -13.86186  -0.02789 -13.91483  -0.02092 -13.94436
  -0.01395 -13.97605  -0.00697 -14.01000   0.00000 -14.04631   0.02176 -14.16677
   0.02805 -14.19899   0.03435 -14.22900   0.04064 -14.25690   0.04693 -14.28278
   0.05952 -14.32883   0.07211 -14.36788   0.08469 -14.40064   0.09728 -14.42784
   0.10987 -14.45018   0.12245 -14.46840   0.13504 -14.48321   0.14763 -14.49534
