150
   0.02956 -21.27578   0.04879 -17.56925   0.06859 -15.94498   0.08893 -14.88933
   0.10796 -14.16478   0.12751 -13.57571   0.14756 -13.08026   0.16721 -12.66906
   0.18648 -12.31924   0.20620 -12.00395   0.22634 -11.71737   0.24608 -11.46414
   0.26544 -11.23909   0.28518 -11.02803   0.30454 -10.83794   0.32426 -10.65808
   0.34430 -10.48832   0.36395 -10.33273   0.38322 -10.18957   0.40346 -10.04828
   0.42265  -9.92186   0.44276  -9.79643   0.46185  -9.68339   0.48181  -9.57117
   0.50138  -9.46639   0.52117  -9.36524   0.54058  -9.27052   0.56019  -9.17884
   0.57998  -9.08989   0.59993  -9.00414   0.61950  -8.92366   0.63922  -8.84570
   0.65856  -8.77144   0.67854  -8.69812   0.69813  -8.62868   0.71784  -8.56115
   0.73764  -8.49592   0.75706  -8.43377   0.77657  -8.37353   0.79661  -8.31344
   0.81625  -8.25637   0.83595  -8.20092   0.85527  -8.14839   0.87505  -8.09585
   0.89486  -8.04469   0.91429  -7.99602   0.93413  -7.94763   0.95359  -7.90147
   0.97343  -7.85579   0.99288  -7.81187   1.01269  -7.76837   1.03247  -7.72601
   1.05187  -7.68537   1.07158  -7.64506   1.09125  -7.60592   1.11087  -7.56747
   1.13076  -7.52951   1.15026  -7.49312   1.17000  -7.45698   1.18967  -7.42175
   1.20926  -7.38741   1.22906  -7.35342   1.24875  -7.32025   1.26836  -7.28785
   1.28785  -7.25632   1.30752  -7.22507   1.32734  -7.19424   1.34703  -7.16420
   1.36660  -7.13491   1.38629  -7.10596   1.41099  -7.07039   1.42696  -7.04782
   1.44267  -7.02598   1.45862  -7.00405   1.47453  -6.98259   1.49020  -6.96158
   1.50608  -6.94069   1.52214  -6.91983   1.53794  -6.89979   1.55371  -6.87917
   1.56966  -6.85992   1.58555  -6.84010   1.60141  -6.82066   1.61721  -6.80160
   1.63315  -6.78200   1.64904  -6.76365   1.66487  -6.74479   1.68064  -6.72627
   1.69653  -6.70809   1.71236  -6.69023   1.72829  -6.67268   1.74414  -6.65544
   1.76010  -6.63773   1.77597  -6.62107   1.79176  -6.60395   1.87180  -6.52181
   1.94591  -6.45033   2.01490  -6.38658   2.07944  -6.32890   2.14007  -6.27702
   2.19722  -6.22972   2.25129  -6.18699   2.30259  -6.14788   2.39790  -6.07833
   2.48491  -6.01863   2.56495  -5.96580   2.63906  -5.91896   2.70805  -5.87707
   2.77259  -5.83892   2.83321  -5.80416   2.89037  -5.77249   2.99573  -5.71626
   3.09104  -5.66735   3.17805  -5.62460   3.25810  -5.58680   3.33220  -5.55269
   3.40120  -5.52196   3.46574  -5.49409   3.52636  -5.46839   3.58352  -5.44473
   3.63759  -5.42275   3.68888  -5.40235   3.91202  -5.31811   4.09434  -5.25430
   4.38203  -5.16187   4.60517  -5.09685   5.01064  -4.99363   5.29832  -4.93173
   5.70378  -4.85968   5.99146  -4.81849   6.21461  -4.79150   6.39693  -4.77229
   6.68461  -4.74673   6.90776  -4.73028   7.31322  -4.70665   7.60090  -4.69367
   8.00637  -4.68022   8.29405  -4.67206   8.51719  -4.66736   8.69951  -4.66407
   8.98720  -4.65973   9.21034  -4.65699   9.61581  -4.65342   9.90349  -4.65132
  10.30895  -4.64944  10.59663  -4.64797  10.81978  -4.64724  11.00210  -4.64683
  11.28978  -4.64630  11.51293  -4.64589
150
   0.02956 -19.88602   0.04879 -16.17976   0.06859 -14.55596   0.08893 -13.49997
   0.10796 -12.77594   0.12751 -12.18705   0.14756 -11.69157   0.16721 -11.28023
   0.18648 -10.93127   0.20620 -10.61602   0.22634 -10.32936   0.24608 -10.07689
   0.26544  -9.85146   0.28518  -9.64082   0.30454  -9.45050   0.32426  -9.27083
   0.34430  -9.10149   0.36395  -8.94567   0.38322  -8.80288   0.40346  -8.66164
   0.42265  -8.53485   0.44276  -8.40968   0.46185  -8.29685   0.48181  -8.18466
   0.50138  -8.07991   0.52117  -7.97895   0.54058  -7.88433   0.56019  -7.79279
   0.57998  -7.70404   0.59993  -7.61846   0.61950  -7.53774   0.63922  -7.45940
   0.65856  -7.38547   0.67854  -7.31182   0.69813  -7.24211   0.71784  -7.17446
   0.73764  -7.10877   0.75706  -7.04656   0.77657  -6.98604   0.79661  -6.92602
   0.81625  -6.86853   0.83595  -6.81335   0.85527  -6.76106   0.87505  -6.70809
   0.89486  -6.65700   0.91429  -6.60839   0.93413  -6.56063   0.95359  -6.51436
   0.97343  -6.46821   0.99288  -6.42471   1.01269  -6.38125   1.03247  -6.33904
   1.05187  -6.29853   1.07158  -6.25856   1.09125  -6.21912   1.11087  -6.18069
   1.13076  -6.14275   1.15026  -6.10665   1.17000  -6.07051   1.18967  -6.03521
   1.20926  -6.00071   1.22906  -5.96697   1.24875  -5.93357   1.26836  -5.90126
   1.28785  -5.86996   1.30752  -5.83857   1.32734  -5.80781   1.34703  -5.77764
   1.36660  -5.74836   1.38629  -5.71961   1.41099  -5.68427   1.42696  -5.66159
   1.44267  -5.63996   1.45862  -5.61797   1.47453  -5.59645   1.49020  -5.57565
   1.50608  -5.55476   1.52214  -5.53404   1.53794  -5.51374   1.55371  -5.49385
   1.56966  -5.47386   1.58555  -5.45427   1.60141  -5.43482   1.61721  -5.41553
   1.63315  -5.39659   1.64904  -5.37779   1.66487  -5.35913   1.68064  -5.34081
   1.69653  -5.32261   1.71236  -5.30474   1.72829  -5.28678   1.74414  -5.26934
   1.76010  -5.25182   1.77597  -5.23459   1.79176  -5.21784   1.87180  -5.13569
   1.94591  -5.06388   2.01490  -4.99984   2.07944  -4.94246   2.14007  -4.89072
   2.19722  -4.84368   2.25129  -4.80082   2.30259  -4.76159   2.39790  -4.69215
   2.48491  -4.63234   2.56495  -4.57950   2.63906  -4.53285   2.70805  -4.49095
   2.77259  -4.45331   2.83321  -4.41869   2.89037  -4.38684   2.99573  -4.33057
   3.09104  -4.28164   3.17805  -4.23914   3.25810  -4.20104   3.33220  -4.16756
   3.40120  -4.13704   3.46574  -4.10926   3.52636  -4.08340   3.58352  -4.05994
   3.63759  -4.03872   3.68888  -4.01850   3.91202  -3.93632   4.09434  -3.87473
   4.38203  -3.78760   4.60517  -3.72804   5.01064  -3.63705   5.29832  -3.58452
   5.70378  -3.52574   5.99146  -3.49298   6.21461  -3.47183   6.39693  -3.45713
   6.68461  -3.43734   6.90776  -3.42498   7.31322  -3.40701   7.60090  -3.39740
   8.00637  -3.38729   8.29405  -3.38110   8.51719  -3.37758   8.69951  -3.37524
   8.98720  -3.37203   9.21034  -3.36999   9.61581  -3.36767   9.90349  -3.36593
  10.30895  -3.36448  10.59663  -3.36361  10.81978  -3.36303  11.00210  -3.36275
  11.28978  -3.36246  11.51293  -3.36217
150
   0.02956 -19.07096   0.04879 -15.36479   0.06859 -13.74133   0.08893 -12.68572
   0.10796 -11.96156   0.12751 -11.37316   0.14756 -10.87741   0.16721 -10.46701
   0.18648 -10.11767   0.20620  -9.80256   0.22634  -9.51632   0.24608  -9.26374
   0.26544  -9.03807   0.28518  -8.82780   0.30454  -8.63767   0.32426  -8.45845
   0.34430  -8.28886   0.36395  -8.13329   0.38322  -7.99069   0.40346  -7.84936
   0.42265  -7.72307   0.44276  -7.59791   0.46185  -7.48526   0.48181  -7.37329
   0.50138  -7.26858   0.52117  -7.16769   0.54058  -7.07310   0.56019  -6.98162
   0.57998  -6.89287   0.59993  -6.80701   0.61950  -6.72710   0.63922  -6.64847
   0.65856  -6.57414   0.67854  -6.50096   0.69813  -6.43090   0.71784  -6.36311
   0.73764  -6.29745   0.75706  -6.23532   0.77657  -6.17443   0.79661  -6.11431
   0.81625  -6.05718   0.83595  -6.00192   0.85527  -5.94917   0.87505  -5.89688
   0.89486  -5.84581   0.91429  -5.79721   0.93413  -5.74899   0.95359  -5.70298
   0.97343  -5.65728   0.99288  -5.61358   1.01269  -5.57013   1.03247  -5.52798
   1.05187  -5.48754   1.07158  -5.44728   1.09125  -5.40813   1.11087  -5.37003
   1.13076  -5.33208   1.15026  -5.29572   1.17000  -5.25948   1.18967  -5.22432
   1.20926  -5.19000   1.22906  -5.15595   1.24875  -5.12285   1.26836  -5.09049
   1.28785  -5.05899   1.30752  -5.02768   1.32734  -4.99688   1.34703  -4.96686
   1.36660  -4.93757   1.38629  -4.90858   1.41099  -4.87305   1.42696  -4.85056
   1.44267  -4.82869   1.45862  -4.80692   1.47453  -4.78537   1.49020  -4.76452
   1.50608  -4.74363   1.52214  -4.72272   1.53794  -4.70245   1.55371  -4.68248
   1.56966  -4.66259   1.58555  -4.64287   1.60141  -4.62354   1.61721  -4.60417
   1.63315  -4.58537   1.64904  -4.56691   1.66487  -4.54785   1.68064  -4.53006
   1.69653  -4.51168   1.71236  -4.49363   1.72829  -4.47590   1.74414  -4.45848
   1.76010  -4.44135   1.77597  -4.42368   1.79176  -4.40714   1.87180  -4.32527
   1.94591  -4.25311   2.01490  -4.18909   2.07944  -4.13142   2.14007  -4.07985
   2.19722  -4.03306   2.25129  -3.98998   2.30259  -3.95076   2.39790  -3.88149
   2.48491  -3.82173   2.56495  -3.76879   2.63906  -3.72223   2.70805  -3.68051
   2.77259  -3.64238   2.83321  -3.60785   2.89037  -3.57627   2.99573  -3.52032
   3.09104  -3.47183   3.17805  -3.42960   3.25810  -3.39204   3.33220  -3.35871
   3.40120  -3.32841   3.46574  -3.30090   3.52636  -3.27598   3.58352  -3.25321
   3.63759  -3.23221   3.68888  -3.21289   3.91202  -3.13385   4.09434  -3.07456
   4.38203  -2.98995   4.60517  -2.93351   5.01064  -2.84714   5.29832  -2.79688
   5.70378  -2.73877   5.99146  -2.70560   6.21461  -2.68370   6.39693  -2.66816
   6.68461  -2.64719   6.90776  -2.63359   7.31322  -2.61401   7.60090  -2.60315
   8.00637  -2.59147   8.29405  -2.58521   8.51719  -2.58124   8.69951  -2.57834
   8.98720  -2.57479   9.21034  -2.57243   9.61581  -2.56929   9.90349  -2.56746
  10.30895  -2.56564  10.59663  -2.56473  10.81978  -2.56408  11.00210  -2.56369
  11.28978  -2.56317  11.51293  -2.56291
150
   0.02956 -18.48565   0.04879 -14.77994   0.06859 -13.15695   0.08893 -12.10189
   0.10796 -11.37839   0.12751 -10.79022   0.14756 -10.29535   0.16721  -9.88525
   0.18648  -9.53635   0.20620  -9.22181   0.22634  -8.93574   0.24608  -8.68384
   0.26544  -8.45892   0.28518  -8.24908   0.30454  -8.05914   0.32426  -7.87982
   0.34430  -7.71049   0.36395  -7.55555   0.38322  -7.41276   0.40346  -7.27174
   0.42265  -7.14563   0.44276  -7.02059   0.46185  -6.90796   0.48181  -6.79621
   0.50138  -6.69103   0.52117  -6.59076   0.54058  -6.49565   0.56019  -6.40456
   0.57998  -6.31609   0.59993  -6.23023   0.61950  -6.14976   0.63922  -6.07137
   0.65856  -5.99748   0.67854  -5.92381   0.69813  -5.85414   0.71784  -5.78673
   0.73764  -5.72113   0.75706  -5.65900   0.77657  -5.59861   0.79661  -5.53861
   0.81625  -5.48176   0.83595  -5.42638   0.85527  -5.37369   0.87505  -5.32118
   0.89486  -5.27031   0.91429  -5.22173   0.93413  -5.17362   0.95359  -5.12756
   0.97343  -5.08176   0.99288  -5.03811   1.01269  -4.99466   1.03247  -4.95246
   1.05187  -4.91197   1.07158  -4.87174   1.09125  -4.83257   1.11087  -4.79427
   1.13076  -4.75634   1.15026  -4.72002   1.17000  -4.68389   1.18967  -4.64870
   1.20926  -4.61431   1.22906  -4.58048   1.24875  -4.54690   1.26836  -4.51442
   1.28785  -4.48295   1.30752  -4.45159   1.32734  -4.42118   1.34703  -4.39087
   1.36660  -4.36144   1.38629  -4.33286   1.41099  -4.29769   1.42696  -4.27515
   1.44267  -4.25311   1.45862  -4.23085   1.47453  -4.20976   1.49020  -4.18844
   1.50608  -4.16756   1.52214  -4.14711   1.53794  -4.12645   1.55371  -4.10682
   1.56966  -4.08697   1.58555  -4.06751   1.60141  -4.04784   1.61721  -4.02856
   1.63315  -4.00964   1.64904  -3.99107   1.66487  -3.97230   1.68064  -3.95441
   1.69653  -3.93632   1.71236  -3.91854   1.72829  -3.90059   1.74414  -3.88295
   1.76010  -3.86562   1.77597  -3.84858   1.79176  -3.83183   1.87180  -3.74990
   1.94591  -3.67774   2.01490  -3.61377   2.07944  -3.55645   2.14007  -3.50489
   2.19722  -3.45777   2.25129  -3.41489   2.30259  -3.37553   2.39790  -3.30634
   2.48491  -3.24676   2.56495  -3.19418   2.63906  -3.14749   2.70805  -3.10577
   2.77259  -3.06809   2.83321  -3.03364   2.89037  -3.00215   2.99573  -2.94637
   3.09104  -2.89842   3.17805  -2.85632   3.25810  -2.81926   3.33220  -2.78612
   3.40120  -2.75640   3.46574  -2.72938   3.52636  -2.70471   3.58352  -2.68209
   3.63759  -2.66126   3.68888  -2.64198   3.91202  -2.56408   4.09434  -2.50617
   4.38203  -2.42453   4.60517  -2.36926   5.01064  -2.28376   5.29832  -2.23306
   5.70378  -2.17331   5.99146  -2.13962   6.21461  -2.11777   6.39693  -2.10128
   6.68461  -2.08024   6.90776  -2.06593   7.31322  -2.04562   7.60090  -2.03485
   8.00637  -2.02268   8.29405  -2.01665   8.51719  -2.01216   8.69951  -2.00917
   8.98720  -2.00545   9.21034  -2.00322   9.61581  -2.00026   9.90349  -1.99805
  10.30895  -1.99657  10.59663  -1.99510  10.81978  -1.99510  11.00210  -1.99437
  11.28978  -1.99363  11.51293  -1.99363
150
   0.02956 -18.02864   0.04879 -14.32334   0.06859 -12.70070   0.08893 -11.64623
   0.10796 -10.92347   0.12751 -10.33581   0.14756  -9.84126   0.16721  -9.43149
