0.00000000	 63.83981763
0.50000000	 291.90000000
1.00000000	 191.50000000
1.50000000	 146.80000000
2.00000000	 120.50000000
2.50000000	 103.00000000
3.00000000	 90.42000000
3.50000000	 80.84000000
4.00000000	 73.29000000
4.50000000	 67.16000000
5.00000000	 62.08000000
5.50000000	 57.78000000
6.00000000	 54.10000000
6.50000000	 50.91000000
7.00000000	 48.10000000
7.50000000	 45.62000000
8.00000000	 43.41000000
8.50000000	 41.42000000
9.00000000	 39.63000000
9.50000000	 38.00000000
10.00000000	 36.51000000
10.50000000	 35.19395194
11.00000000	 33.94396227
11.50000000	 32.76699662
12.00000000	 31.67002065
12.50000000	 30.66000000
13.00000000	 29.72843136
13.50000000	 28.85835941
14.00000000	 28.04407177
14.50000000	 27.27985609
15.00000000	 26.56000000
15.50000000	 25.88042351
16.00000000	 25.23876704
16.50000000	 24.63189882
17.00000000	 24.05668706
17.50000000	 23.51000000
18.00000000	 22.98693477
18.50000000	 22.48616666
19.00000000	 22.00993118
19.50000000	 21.56046379
20.00000000	 21.14000000
20.50000000	 20.74182833
21.00000000	 20.35738101
21.50000000	 19.98610905
22.00000000	 19.62746345
22.50000000	 19.28089523
23.00000000	 18.94585538
23.50000000	 18.62179493
24.00000000	 18.30816487
24.50000000	 18.00441623
25.00000000	 17.71000000
25.50000000	 17.42828119
26.00000000	 17.16116321
26.50000000	 16.90590462
27.00000000	 16.65976402
27.50000000	 16.42000000
28.00000000	 16.18528669
28.50000000	 15.95684753
29.00000000	 15.73576502
29.50000000	 15.52312167
30.00000000	 15.32000000
30.50000000	 15.12414923
31.00000000	 14.93261949
31.50000000	 14.74544462
32.00000000	 14.56265846
32.50000000	 14.38429487
33.00000000	 14.21038769
33.50000000	 14.04097077
34.00000000	 13.87607795
34.50000000	 13.71574308
35.00000000	 13.56000000
35.50000000	 13.40847233
36.00000000	 13.26068795
36.50000000	 13.11653710
37.00000000	 12.97591001
37.50000000	 12.83869693
38.00000000	 12.70478810
38.50000000	 12.57407375
39.00000000	 12.44644412
39.50000000	 12.32178946
40.00000000	 12.20000000
40.50000000	 12.08096947
41.00000000	 11.96460986
41.50000000	 11.85083878
42.00000000	 11.73957385
42.50000000	 11.63073269
43.00000000	 11.52423291
43.50000000	 11.41999213
44.00000000	 11.31792798
44.50000000	 11.21795806
