0.00000000	 146.22610413
0.50000000	 425.42780375
1.00000000	 265.95347184
1.50000000	 198.98794079
2.00000000	 161.00934813
2.50000000	 136.28036012
3.00000000	 118.69940684
3.50000000	 105.49218194
4.00000000	 95.15589155
4.50000000	 86.83168826
5.00000000	 79.97665408
5.50000000	 74.21487779
6.00000000	 69.29198876
6.50000000	 65.03218898
7.00000000	 61.31551363
7.50000000	 58.02196778
8.00000000	 55.10804516
8.50000000	 52.49777339
9.00000000	 50.13893881
9.50000000	 48.01312097
10.00000000	 46.06266650
10.50000000	 44.34700155
11.00000000	 42.72089755
11.50000000	 41.19248224
12.00000000	 39.77024475
12.50000000	 38.46278223
13.00000000	 37.25853557
13.50000000	 36.13491104
14.00000000	 35.08472327
14.50000000	 34.10066704
15.00000000	 33.17537065
15.50000000	 32.30317390
16.00000000	 31.48093650
16.50000000	 30.70426687
17.00000000	 29.96898121
17.50000000	 29.27061526
18.00000000	 28.60296487
18.50000000	 27.96426728
19.00000000	 27.35733939
19.50000000	 26.78494525
20.00000000	 26.24970847
20.50000000	 25.74298365
21.00000000	 25.25383526
21.50000000	 24.78157690
22.00000000	 24.32554123
22.50000000	 23.88501794
23.00000000	 23.45938624
23.50000000	 23.04798472
24.00000000	 22.65015212
24.50000000	 22.26522719
25.00000000	 21.89255068
25.50000000	 21.53644728
26.00000000	 21.19915708
26.50000000	 20.87719155
27.00000000	 20.56677299
27.50000000	 20.26426247
28.00000000	 19.96781377
28.50000000	 19.67915962
29.00000000	 19.39975593
29.50000000	 19.13125828
30.00000000	 18.87515605
30.50000000	 18.62846993
31.00000000	 18.38752254
31.50000000	 18.15221617
32.00000000	 17.92257124
32.50000000	 17.69862720
33.00000000	 17.48036738
33.50000000	 17.26783168
34.00000000	 17.06104133
34.50000000	 16.86001707
35.00000000	 16.66478093
35.50000000	 16.47488517
36.00000000	 16.28976705
36.50000000	 16.10927267
37.00000000	 15.93326856
37.50000000	 15.76156083
38.00000000	 15.59401695
38.50000000	 15.43048312
39.00000000	 15.27080627
39.50000000	 15.11483309
40.00000000	 14.96241048
40.50000000	 14.81338879
41.00000000	 14.66764879
41.50000000	 14.52509290
42.00000000	 14.38569950
42.50000000	 14.24935611
43.00000000	 14.11598358
43.50000000	 13.98550296
44.00000000	 13.85783482
44.50000000	 13.73290085
45.00000000	 13.61062110
45.50000000	 13.49091645
46.00000000	 13.37370424
46.50000000	 13.25891284
47.00000000	 13.14645119
47.50000000	 13.03621947
48.00000000	 12.92814923
48.50000000	 12.82215698
49.00000000	 12.71816047
49.50000000	 12.61607664
50.00000000	 12.51582269
50.50000000	 12.41737345
51.00000000	 12.32072473
51.50000000	 12.22582522
52.00000000	 12.13262362
52.50000000	 12.04106871
53.00000000	 11.95111835
53.50000000	 11.86270276
54.00000000	 11.77578015
54.50000000	 11.69029916
55.00000000	 11.60620865
55.50000000	 11.52346849
56.00000000	 11.44205790
56.50000000	 11.36195483
57.00000000	 11.28313717
57.50000000	 11.20558288
