Energy 5 			# in MeV 
Cross_section 26.868400 	# in barn

Differential_cross_section 	# in deg and b/sr
5 593.000000
10 34.700000
15 6.370000
20 1.910000
25 0.778000
30 0.393000
35 0.232000
40 0.152000
45 0.108000
50 0.080300
55 0.062700
60 0.051500
65 0.044700
70 0.041300
75 0.040300
80 0.041400
85 0.043900
90 0.047400
95 0.051600
100 0.056100
105 0.060800
110 0.065200
115 0.069200
120 0.072700
125 0.075500
130 0.077500
135 0.078700
140 0.079100
145 0.078900
150 0.078200
155 0.077200
160 0.076000
165 0.074900
170 0.073900
175 0.073200
180 0.072900


Energy 6 			# in MeV 
Cross_section 18.466790 	# in barn

Differential_cross_section 	# in deg and b/sr
5 407.000000
10 23.600000
15 4.390000
20 1.380000
25 0.603000
30 0.325000
35 0.198000
40 0.128000
45 0.084800
50 0.056500
55 0.038000
60 0.026500
65 0.020300
70 0.018100
75 0.018700
80 0.021500
85 0.025400
90 0.030100
95 0.034900
100 0.039400
105 0.043500
110 0.047000
115 0.049700
120 0.051700
125 0.053000
130 0.053700
135 0.053800
140 0.053600
145 0.053100
150 0.052400
155 0.051600
160 0.050900
165 0.050300
170 0.049800
175 0.049500
180 0.049400


Energy 7 			# in MeV 
Cross_section 13.585610 	# in barn

Differential_cross_section 	# in deg and b/sr
5 296.000000
10 17.200000
15 3.300000
20 1.120000
25 0.529000
30 0.304000
35 0.191000
40 0.123000
45 0.078200
50 0.048400
55 0.029200
60 0.018100
65 0.013200
70 0.012800
75 0.015600
80 0.020300
85 0.025700
90 0.031200
95 0.036000
100 0.039700
105 0.042200
110 0.043400
115 0.043400
120 0.042500
125 0.041000
130 0.039200
135 0.037400
140 0.035800
145 0.034700
150 0.034100
155 0.034000
160 0.034300
165 0.034700
170 0.035200
175 0.035600
180 0.036100


Energy 8 			# in MeV 
Cross_section 10.443380 	# in barn

Differential_cross_section 	# in deg and b/sr
5 225.000000
10 13.000000
15 2.600000
20 0.941000
25 0.480000
30 0.289000
35 0.185000
40 0.118000
45 0.072500
50 0.041900
55 0.022600
60 0.012200
65 0.008520
70 0.009680
75 0.014000
80 0.020000
85 0.026400
90 0.032400
95 0.037300
100 0.040500
105 0.042100
110 0.042000
115 0.040400
120 0.037800
125 0.034600
130 0.031300
135 0.028400
140 0.026200
145 0.025000
150 0.024700
155 0.025300
160 0.026600
165 0.028100
170 0.029500
175 0.030500
180 0.031700


Energy 9 			# in MeV 
Cross_section 8.327854 	# in barn

Differential_cross_section 	# in deg and b/sr
5 176.000000
10 10.200000
15 2.110000
20 0.825000
25 0.451000
30 0.284000
35 0.184000
40 0.118000
45 0.071400
50 0.040500
55 0.021700
60 0.012400
65 0.010000
70 0.012400
75 0.017600
80 0.024100
85 0.030700
90 0.036400
95 0.040700
100 0.043300
105 0.044000
110 0.043000
115 0.040500
120 0.037000
125 0.033000
130 0.029100
135 0.025800
140 0.023500
145 0.022500
150 0.022800
155 0.024200
160 0.026500
165 0.029000
170 0.031200
175 0.032800
180 0.034500


Energy 10 			# in MeV 
Cross_section 6.781332 	# in barn

Differential_cross_section 	# in deg and b/sr
5 140.000000
10 8.110000
15 1.820000
20 0.816000
25 0.511000
30 0.360000
35 0.260000
40 0.185000
45 0.126000
50 0.082000
55 0.049500
60 0.027400
65 0.013600
70 0.006350
75 0.003910
80 0.004650
85 0.007200
90 0.010500
95 0.013700
100 0.016400
105 0.018200
110 0.019000
115 0.018900
120 0.018000
125 0.016600
130 0.014800
135 0.012800
140 0.010900
145 0.009230
150 0.007780
155 0.006650
160 0.005810
165 0.005240
170 0.004880
175 0.004690
180 0.004530


Energy 11 			# in MeV 
Cross_section 5.665929 	# in barn

Differential_cross_section 	# in deg and b/sr
5 114.000000
10 6.600000
15 1.560000
20 0.756000
25 0.498000
30 0.359000
35 0.261000
40 0.185000
45 0.125000
50 0.080100
55 0.047700
60 0.026100
65 0.013300
70 0.007010
75 0.005350
80 0.006550
85 0.009210
90 0.012300
95 0.015100
100 0.017100
105 0.018300
110 0.018500
115 0.017900
120 0.016600
125 0.014900
130 0.012900
135 0.011000
140 0.009130
145 0.007520
150 0.006230
155 0.005250
160 0.004570
165 0.004130
170 0.003890
175 0.003760
180 0.003660


Energy 12 			# in MeV 
Cross_section 4.821863 	# in barn

Differential_cross_section 	# in deg and b/sr
5 94.900000
10 5.470000
15 1.370000
20 0.717000
25 0.493000
30 0.361000
35 0.263000
40 0.184000
45 0.123000
50 0.077600
55 0.045500
60 0.024800
65 0.013000
70 0.007840
75 0.006930
80 0.008470
85 0.011100
90 0.013700
95 0.015900
100 0.017200
105 0.017700
110 0.017300
115 0.016200
120 0.014700
125 0.012900
130 0.011000
135 0.009230
140 0.007620
145 0.006290
150 0.005270
155 0.004540
160 0.004090
165 0.003830
170 0.003710
175 0.003670
180 0.003640


Energy 13 			# in MeV 
Cross_section 4.169552 	# in barn

Differential_cross_section 	# in deg and b/sr
5 79.800000
10 4.610000
15 1.240000
20 0.693000
25 0.493000
30 0.365000
35 0.264000
40 0.184000
45 0.121000
50 0.074500
55 0.042900
60 0.023300
65 0.012800
70 0.008710
75 0.008530
80 0.010300
85 0.012700
90 0.014800
95 0.016200
100 0.016800
105 0.016500
110 0.015600
115 0.014200
120 0.012500
125 0.010800
130 0.009140
135 0.007640
140 0.006380
145 0.005400
150 0.004700
155 0.004270
160 0.004040
165 0.003960
170 0.003970
175 0.003990
180 0.004040


Energy 14 			# in MeV 
Cross_section 3.656622 	# in barn

Differential_cross_section 	# in deg and b/sr
5 67.800000
10 3.940000
15 1.140000
20 0.681000
25 0.497000
30 0.369000
35 0.266000
40 0.182000
45 0.118000
50 0.070900
55 0.040000
60 0.021600
65 0.012600
70 0.009570
75 0.010000
80 0.012000
85 0.014000
90 0.015500
95 0.016200
100 0.015900
105 0.015000
110 0.013600
115 0.012000
120 0.010300
125 0.008750
130 0.007370
135 0.006230
140 0.005350
145 0.004730
150 0.004360
155 0.004180
160 0.004160
165 0.004220
170 0.004320
175 0.004400
180 0.004500


Energy 15 			# in MeV 
Cross_section 3.246978 	# in barn

Differential_cross_section 	# in deg and b/sr
5 58.300000
10 3.420000
15 1.070000
20 0.677000
25 0.504000
30 0.374000
35 0.267000
40 0.180000
45 0.114000
50 0.067200
55 0.037000
60 0.020000
65 0.012300
70 0.010300
75 0.011400
80 0.013300
85 0.015000
90 0.015900
95 0.015800
100 0.014800
105 0.013300
110 0.011600
115 0.009820
120 0.008210
125 0.006860
130 0.005790
135 0.005010
140 0.004500
145 0.004210
150 0.004100
155 0.004130
160 0.004250
165 0.004410
170 0.004560
175 0.004670
180 0.004800


Energy 16 			# in MeV 
Cross_section 2.914936 	# in barn

Differential_cross_section 	# in deg and b/sr
5 50.500000
10 3.000000
15 1.020000
20 0.678000
25 0.511000
30 0.379000
35 0.268000
40 0.178000
45 0.110000
50 0.063300
55 0.034100
60 0.018400
65 0.012000
70 0.011000
75 0.012400
80 0.014400
85 0.015700
90 0.015900
95 0.015100
100 0.013600
105 0.011600
110 0.009630
115 0.007830
120 0.006350
125 0.005230
130 0.004470
135 0.004010
140 0.003800
145 0.003760
150 0.003850
155 0.004010
160 0.004220
165 0.004420
170 0.004590
175 0.004710
180 0.004840


Energy 17 			# in MeV 
Cross_section 2.641519 	# in barn

Differential_cross_section 	# in deg and b/sr
5 44.100000
10 2.670000
15 0.982000
20 0.682000
25 0.518000
30 0.383000
35 0.267000
40 0.175000
45 0.106000
50 0.059400
55 0.031300
60 0.017000
65 0.011700
70 0.011500
75 0.013300
80 0.015100
85 0.016000
90 0.015600
95 0.014200
100 0.012200
105 0.010000
110 0.007880
115 0.006110
120 0.004780
125 0.003910
130 0.003410
135 0.003220
140 0.003230
145 0.003360
150 0.003570
155 0.003800
160 0.004030
165 0.004230
170 0.004400
175 0.004500
180 0.004620


Energy 18 			# in MeV 
Cross_section 2.413005 	# in barn

Differential_cross_section 	# in deg and b/sr
5 38.800000
10 2.400000
15 0.955000
20 0.686000
25 0.524000
30 0.385000
35 0.266000
40 0.171000
45 0.102000
50 0.055600
55 0.028700
60 0.015700
65 0.011500
70 0.011900
75 0.013800
80 0.015400
85 0.015900
90 0.015100
95 0.013200
100 0.010900
105 0.008500
110 0.006360
115 0.004690
120 0.003550
125 0.002890
130 0.002620
135 0.002610
140 0.002770
145 0.003000
150 0.003250
155 0.003500
160 0.003710
165 0.003880
170 0.004010
175 0.004090
180 0.004190


Energy 19 			# in MeV 
Cross_section 2.219340 	# in barn

Differential_cross_section 	# in deg and b/sr
5 34.400000
10 2.180000
15 0.935000
20 0.690000
25 0.529000
30 0.386000
35 0.264000
40 0.167000
45 0.097200
50 0.052000
55 0.026300
60 0.014600
65 0.011300
70 0.012200
75 0.014100
80 0.015500
85 0.015600
90 0.014300
95 0.012200
100 0.009630
105 0.007160
110 0.005090
115 0.003570
120 0.002620
125 0.002150
130 0.002040
135 0.002160
140 0.002400
145 0.002670
150 0.002920
155 0.003130
160 0.003300
165 0.003430
170 0.003520
175 0.003570
180 0.003630


Energy 20 			# in MeV 
Cross_section 2.052958 	# in barn

Differential_cross_section 	# in deg and b/sr
5 30.600000
10 2.000000
15 0.919000
20 0.693000
25 0.532000
30 0.385000
35 0.260000
40 0.162000
45 0.092600
50 0.048400
55 0.024100
60 0.013600
65 0.011100
70 0.012300
75 0.014200
80 0.015300
85 0.015000
90 0.013400
95 0.011000
100 0.008410
105 0.005990
110 0.004050
115 0.002710
120 0.001950
125 0.001640
130 0.001650
135 0.001840
140 0.002100
145 0.002360
150 0.002570
155 0.002730
160 0.002840
165 0.002920
170 0.002970
175 0.002990
180 0.003030


Energy 30 			# in MeV 
Cross_section 1.147612 	# in barn

Differential_cross_section 	# in deg and b/sr
5 11.700000
10 1.140000
15 0.853000
20 0.690000
25 0.504000
30 0.331000
35 0.195000
40 0.102000
45 0.046700
50 0.020000
55 0.010300
60 0.008850
65 0.009900
70 0.010500
75 0.009770
80 0.007990
85 0.005790
90 0.003780
95 0.002260
100 0.001330
105 0.000877
110 0.000745
115 0.000764
120 0.000810
125 0.000817
130 0.000761
135 0.000655
140 0.000527
145 0.000407
150 0.000319
155 0.000276
160 0.000276
165 0.000308
170 0.000351
175 0.000388
180 0.000425


Energy 40 			# in MeV 
Cross_section 0.771720 	# in barn

Differential_cross_section 	# in deg and b/sr
5 5.730000
10 0.907000
15 0.807000
20 0.627000
25 0.420000
30 0.244000
35 0.121000
40 0.050600
45 0.017900
50 0.007230
55 0.006150
60 0.007180
65 0.007250
70 0.005980
75 0.004090
80 0.002360
85 0.001190
90 0.000616
95 0.000451
100 0.000473
105 0.000519
110 0.000509
115 0.000435
120 0.000325
125 0.000210
130 0.000117
135 0.000056
140 0.000029
145 0.000030
150 0.000052
155 0.000087
160 0.000129
165 0.000172
170 0.000208
175 0.000233
180 0.000259


Energy 50 			# in MeV 
Cross_section 0.557467 	# in barn

Differential_cross_section 	# in deg and b/sr
5 3.260000
10 0.794000
15 0.726000
20 0.530000
25 0.322000
30 0.163000
35 0.067300
40 0.021700
45 0.006450
50 0.004490
55 0.005490
60 0.005460
65 0.004120
70 0.002420
75 0.001140
80 0.000498
85 0.000335
90 0.000374
95 0.000417
100 0.000387
105 0.000294
110 0.000183
115 0.000091
120 0.000036
125 0.000015
130 0.000017
135 0.000029
140 0.000040
145 0.000046
150 0.000046
155 0.000042
160 0.000035
165 0.000028
170 0.000022
175 0.000018
180 0.000014


Energy 60 			# in MeV 
Cross_section 0.417683 	# in barn

Differential_cross_section 	# in deg and b/sr
5 2.100000
10 0.703000
15 0.629000
20 0.428000
25 0.236000
30 0.103000
35 0.034500
40 0.008880
45 0.003960
50 0.004700
55 0.004790
60 0.003470
65 0.001820
70 0.000716
75 0.000297
80 0.000279
85 0.000350
90 0.000351
95 0.000271
100 0.000162
105 0.000072
110 0.000022
115 0.000007
120 0.000010
125 0.000019
130 0.000025
135 0.000026
140 0.000023
145 0.000018
150 0.000013
155 0.000009
160 0.000006
165 0.000004
170 0.000002
175 0.000002
180 0.000001


Energy 70 			# in MeV 
Cross_section 0.353096 	# in barn

Differential_cross_section 	# in deg and b/sr
5 1.060000
10 0.767000
15 0.646000
20 0.385000
25 0.183000
30 0.070400
35 0.023000
40 0.008080
45 0.004790
50 0.003890
55 0.002900
60 0.001790
65 0.000933
70 0.000444
75 0.000229
80 0.000153
85 0.000120
90 0.000092
95 0.000062
100 0.000037
105 0.000020
110 0.000010
115 0.000006
120 0.000005
125 0.000004
130 0.000004
135 0.000003
140 0.000003
145 0.000002
150 0.000001
155 0.000001
160 0.000000
165 0.000000
170 0.000000
175 0.000000
180 0.000000


Energy 80 			# in MeV 
Cross_section 0.283685 	# in barn

Differential_cross_section 	# in deg and b/sr
5 0.758000
10 0.719000
15 0.563000
20 0.306000
25 0.129000
30 0.043100
35 0.012200
40 0.004550
45 0.003200
50 0.002510
55 0.001620
60 0.000856
65 0.000395
70 0.000189
75 0.000115
80 0.000084
85 0.000061
90 0.000038
95 0.000021
100 0.000010
105 0.000005
110 0.000003
115 0.000003
120 0.000002
125 0.000002
130 0.000001
135 0.000001
140 0.000000
145 0.000000
150 0.000000
155 0.000000
160 0.000000
165 0.000000
170 0.000000
175 0.000000
180 0.000000


Energy 90 			# in MeV 
Cross_section 0.232027 	# in barn

Differential_cross_section 	# in deg and b/sr
5 0.584000
10 0.670000
15 0.486000
20 0.241000
25 0.090100
30 0.026000
35 0.006740
